nr_powiatu;Obwodowa Komisja Wyborcza nr;BARTOSZEWICZ Artur;BIEJAT Magdalena Agnieszka;BRAUN Grzegorz Michał;HOŁOWNIA Szymon Franciszek;JAKUBIAK Marek;MACIAK Maciej;MENTZEN Sławomir Jerzy;NAWROCKI Karol Tadeusz;SENYSZYN Joanna;STANOWSKI Krzysztof Jakub;TRZASKOWSKI Rafał Kazimierz;WOCH Marek Marian;ZANDBERG Adrian Tadeusz;
221605;Obwodowa Komisja Wyborcza numer 2;5;19;33;27;2;1;71;88;3;6;174;1;22;
221605;Obwodowa Komisja Wyborcza numer 1;1;8;11;5;1;0;57;54;3;0;62;0;7;
221605;Obwodowa Komisja Wyborcza numer 10;4;50;36;45;6;1;89;169;7;13;418;1;34;
221605;Obwodowa Komisja Wyborcza numer 8;1;10;18;29;1;1;49;111;3;3;211;0;13;
221605;Obwodowa Komisja Wyborcza numer 14;2;11;20;15;1;0;47;70;4;5;95;0;16;
221605;Obwodowa Komisja Wyborcza numer 7;2;30;46;59;8;5;164;225;9;8;400;0;44;
221605;Obwodowa Komisja Wyborcza numer 5;0;5;18;11;0;0;27;72;8;2;63;0;9;
221605;Obwodowa Komisja Wyborcza numer 9;1;17;16;20;1;1;38;90;8;4;183;0;13;
221605;Obwodowa Komisja Wyborcza numer 4;2;21;29;13;2;1;74;104;3;5;99;0;9;
221605;Obwodowa Komisja Wyborcza numer 12;4;32;21;26;1;1;76;147;3;9;265;2;21;
221605;Obwodowa Komisja Wyborcza numer 13;0;17;22;23;3;0;54;78;9;3;66;0;9;
221605;Obwodowa Komisja Wyborcza numer 11;2;35;41;54;6;2;134;197;8;11;268;1;38;
221605;Obwodowa Komisja Wyborcza numer 16;0;26;4;29;1;1;8;24;3;4;563;0;2;
221605;Obwodowa Komisja Wyborcza numer 15;0;0;2;5;2;0;4;33;0;1;48;0;1;
221605;Obwodowa Komisja Wyborcza numer 3;10;31;47;23;1;3;105;216;4;7;319;4;24;
240108;Obwodowa Komisja Wyborcza numer 2;0;31;42;26;4;0;89;217;6;8;204;0;38;
240108;Obwodowa Komisja Wyborcza numer 5;5;46;49;41;3;0;106;180;6;6;298;0;39;
240108;Obwodowa Komisja Wyborcza numer 1;7;35;42;23;4;3;82;190;7;13;257;2;24;
240108;Obwodowa Komisja Wyborcza numer 3;1;34;60;25;5;0;86;236;12;14;186;0;33;
240102;Obwodowa Komisja Wyborcza numer 3;6;27;29;33;2;0;60;163;7;2;283;0;43;
240102;Obwodowa Komisja Wyborcza numer 5;4;28;19;25;3;3;76;112;4;6;264;0;36;
240108;Obwodowa Komisja Wyborcza numer 4;3;29;60;40;11;2;123;239;3;5;271;0;31;
240102;Obwodowa Komisja Wyborcza numer 1;6;49;38;48;6;0;100;157;12;10;302;1;50;
240102;Obwodowa Komisja Wyborcza numer 8;4;103;58;59;9;0;134;233;15;21;686;2;66;
240102;Obwodowa Komisja Wyborcza numer 2;0;39;35;31;3;2;91;192;9;10;348;0;46;
240102;Obwodowa Komisja Wyborcza numer 9;2;35;15;30;1;0;73;151;10;10;323;0;49;
240102;Obwodowa Komisja Wyborcza numer 10;3;35;24;33;3;0;90;151;6;17;354;1;30;
240102;Obwodowa Komisja Wyborcza numer 7;3;28;34;23;2;1;54;112;9;6;231;0;23;
240102;Obwodowa Komisja Wyborcza numer 6;1;37;41;25;6;4;82;184;12;11;342;0;42;
240102;Obwodowa Komisja Wyborcza numer 4;2;40;47;22;4;0;94;129;10;3;237;0;45;
240102;Obwodowa Komisja Wyborcza numer 11;2;26;31;16;3;1;76;121;7;8;236;1;25;
240102;Obwodowa Komisja Wyborcza numer 14;2;38;31;20;2;0;82;125;20;17;302;0;45;
240102;Obwodowa Komisja Wyborcza numer 12;1;35;26;18;5;0;74;142;7;9;233;1;35;
240102;Obwodowa Komisja Wyborcza numer 13;1;42;25;23;7;0;77;143;4;6;256;0;35;
240102;Obwodowa Komisja Wyborcza numer 15;9;39;36;35;5;1;78;158;4;11;319;1;36;
240102;Obwodowa Komisja Wyborcza numer 20;1;50;24;40;3;4;68;149;4;4;291;1;36;
240101;Obwodowa Komisja Wyborcza numer 2;4;63;56;39;5;2;114;217;13;14;339;2;48;
240102;Obwodowa Komisja Wyborcza numer 19;0;40;21;42;4;2;92;128;14;8;341;0;40;
240102;Obwodowa Komisja Wyborcza numer 21;6;45;41;42;4;1;75;153;17;9;287;2;39;
240102;Obwodowa Komisja Wyborcza numer 23;2;0;0;2;1;0;0;2;0;0;9;0;0;
240101;Obwodowa Komisja Wyborcza numer 3;4;64;34;40;2;3;96;223;9;16;365;1;46;
240101;Obwodowa Komisja Wyborcza numer 1;1;58;30;26;1;1;82;148;4;8;279;0;38;
240102;Obwodowa Komisja Wyborcza numer 17;7;42;50;25;3;0;93;136;3;10;256;0;27;
240102;Obwodowa Komisja Wyborcza numer 22;0;5;1;3;0;0;5;16;0;0;32;0;2;
240102;Obwodowa Komisja Wyborcza numer 18;6;65;40;45;11;3;117;196;16;25;452;0;58;
240101;Obwodowa Komisja Wyborcza numer 4;4;57;47;33;5;0;84;235;15;10;420;1;51;
240102;Obwodowa Komisja Wyborcza numer 16;3;35;30;29;5;0;85;155;9;13;278;2;39;
240101;Obwodowa Komisja Wyborcza numer 7;5;64;35;37;3;1;85;243;9;13;312;0;29;
240101;Obwodowa Komisja Wyborcza numer 5;3;62;40;42;5;2;88;236;11;15;436;2;50;
240101;Obwodowa Komisja Wyborcza numer 6;11;66;40;33;6;1;112;220;13;21;364;2;64;
240101;Obwodowa Komisja Wyborcza numer 8;4;98;53;70;10;7;161;189;17;24;562;1;75;
240101;Obwodowa Komisja Wyborcza numer 10;2;79;40;43;7;0;118;208;7;7;333;3;48;
240101;Obwodowa Komisja Wyborcza numer 19;7;112;56;61;9;2;162;295;21;26;512;2;48;
240101;Obwodowa Komisja Wyborcza numer 12;4;47;25;34;3;2;54;158;9;10;280;0;47;
240101;Obwodowa Komisja Wyborcza numer 17;8;90;67;64;6;0;166;244;17;11;441;0;63;
240101;Obwodowa Komisja Wyborcza numer 20;2;32;33;20;5;0;62;93;6;5;253;0;27;
240101;Obwodowa Komisja Wyborcza numer 11;1;46;54;32;2;1;76;171;7;9;223;2;37;
240101;Obwodowa Komisja Wyborcza numer 18;1;66;49;65;7;3;110;218;11;20;509;0;44;
240101;Obwodowa Komisja Wyborcza numer 16;7;73;69;64;9;1;147;351;18;22;522;2;45;
240101;Obwodowa Komisja Wyborcza numer 14;4;22;28;16;2;4;39;69;1;6;124;0;11;
240101;Obwodowa Komisja Wyborcza numer 9;8;57;33;57;2;2;96;205;9;7;445;3;48;
240101;Obwodowa Komisja Wyborcza numer 15;1;35;30;18;6;3;81;110;9;9;223;0;30;
240101;Obwodowa Komisja Wyborcza numer 13;2;27;22;25;3;0;77;151;1;6;196;0;28;
240101;Obwodowa Komisja Wyborcza numer 21;6;91;66;76;5;0;211;276;15;19;615;1;66;
240101;Obwodowa Komisja Wyborcza numer 27;4;88;58;54;5;3;134;334;12;14;523;0;70;
240101;Obwodowa Komisja Wyborcza numer 22;1;36;14;28;5;2;49;107;7;5;226;0;28;
240101;Obwodowa Komisja Wyborcza numer 25;5;70;57;52;10;2;162;239;22;22;503;2;67;
240101;Obwodowa Komisja Wyborcza numer 26;8;52;23;40;3;0;68;112;8;7;251;1;21;
240101;Obwodowa Komisja Wyborcza numer 24;7;83;82;69;13;9;163;295;18;20;624;1;64;
240101;Obwodowa Komisja Wyborcza numer 28;0;2;2;1;1;0;1;4;1;0;4;0;0;
240202;;2;49;82;73;15;1;244;363;11;9;448;1;27;
240202;;9;48;73;82;12;4;279;399;13;27;464;5;60;
240206;;8;53;73;67;8;2;195;254;20;22;521;0;53;
240101;Obwodowa Komisja Wyborcza numer 29;0;0;1;0;0;0;1;4;0;0;16;0;0;
240202;Obwodowa Komisja Wyborcza numer 6;2;30;41;60;9;1;197;229;4;15;312;3;44;
240202;Obwodowa Komisja Wyborcza numer 3;5;34;56;65;3;1;195;246;15;14;280;1;44;
240202;Obwodowa Komisja Wyborcza numer 5;8;27;39;36;9;3;178;211;8;8;279;2;36;
240202;Obwodowa Komisja Wyborcza numer 4;6;20;61;77;9;1;158;330;6;15;295;0;44;
240101;;15;134;58;62;12;0;148;300;28;18;688;1;90;
240206;Obwodowa Komisja Wyborcza numer 2;8;55;58;82;11;2;156;246;16;13;503;0;53;
240206;Obwodowa Komisja Wyborcza numer 4;0;2;3;1;0;0;6;23;0;0;30;0;0;
240206;Obwodowa Komisja Wyborcza numer 3;10;71;70;114;14;2;261;283;12;23;764;1;85;
240203;Obwodowa Komisja Wyborcza numer 1;4;32;94;93;8;1;187;347;5;11;328;0;45;
240203;Obwodowa Komisja Wyborcza numer 3;2;18;48;55;9;0;124;341;6;8;161;0;30;
240203;Obwodowa Komisja Wyborcza numer 2;6;48;87;83;16;5;212;284;13;16;346;3;47;
240203;Obwodowa Komisja Wyborcza numer 4;10;29;45;55;14;0;177;338;13;8;256;2;46;
240207;Obwodowa Komisja Wyborcza numer 1;6;54;78;128;15;1;256;474;10;28;501;3;79;
240203;Obwodowa Komisja Wyborcza numer 5;4;37;107;58;12;3;218;357;16;23;287;1;68;
240207;Obwodowa Komisja Wyborcza numer 5;9;46;74;111;14;3;252;386;12;23;494;0;80;
240203;Obwodowa Komisja Wyborcza numer 6;7;18;79;21;4;0;133;196;4;2;97;0;12;
240207;Obwodowa Komisja Wyborcza numer 3;3;34;68;90;10;0;236;387;11;10;347;2;47;
240305;Obwodowa Komisja Wyborcza numer 2;2;22;62;30;9;1;170;349;7;17;181;0;32;
240305;Obwodowa Komisja Wyborcza numer 1;1;35;70;57;4;2;223;418;13;10;331;0;61;
240207;Obwodowa Komisja Wyborcza numer 4;6;63;85;108;11;2;270;492;14;23;518;0;83;
240207;Obwodowa Komisja Wyborcza numer 2;10;38;70;104;13;5;183;362;14;14;350;2;75;
240305;Obwodowa Komisja Wyborcza numer 4;2;26;68;51;7;1;155;287;12;22;230;0;32;
240305;Obwodowa Komisja Wyborcza numer 3;0;5;1;8;1;0;35;50;1;3;21;0;7;
240303;Obwodowa Komisja Wyborcza numer 3;3;34;40;41;6;0;108;106;7;11;371;6;28;
240208;Obwodowa Komisja Wyborcza numer 6;3;17;48;20;3;1;106;235;10;12;163;1;20;
240303;Obwodowa Komisja Wyborcza numer 2;1;17;36;54;4;1;106;99;8;7;359;1;37;
240208;Obwodowa Komisja Wyborcza numer 5;3;28;63;35;9;3;156;398;9;10;319;2;50;
240208;Obwodowa Komisja Wyborcza numer 2;1;31;77;49;5;1;182;331;3;13;213;0;42;
240208;Obwodowa Komisja Wyborcza numer 7;7;35;74;35;11;4;177;347;11;18;314;1;43;
240208;Obwodowa Komisja Wyborcza numer 3;5;30;75;55;11;3;219;345;5;10;286;0;36;
240208;Obwodowa Komisja Wyborcza numer 4;9;24;73;44;8;4;163;448;7;14;291;0;49;
240303;Obwodowa Komisja Wyborcza numer 1;5;9;17;23;4;2;61;54;6;6;170;1;12;
240305;Obwodowa Komisja Wyborcza numer 5;6;38;58;49;10;4;276;489;7;22;311;2;54;
240208;Obwodowa Komisja Wyborcza numer 1;3;54;64;77;6;1;233;397;9;17;316;1;47;
240208;Obwodowa Komisja Wyborcza numer 8;3;35;108;54;13;1;178;383;12;11;252;0;29;
240305;Obwodowa Komisja Wyborcza numer 6;4;9;55;21;3;1;114;190;4;10;119;0;24;
240303;Obwodowa Komisja Wyborcza numer 4;2;40;42;57;3;0;98;93;8;15;330;1;25;
240303;Obwodowa Komisja Wyborcza numer 5;10;39;85;83;8;2;190;133;24;12;493;2;57;
240303;Obwodowa Komisja Wyborcza numer 6;3;20;36;81;7;2;159;67;5;10;284;0;32;
240303;Obwodowa Komisja Wyborcza numer 8;2;21;26;34;3;3;84;65;11;6;318;2;18;
240303;Obwodowa Komisja Wyborcza numer 7;1;14;51;21;2;1;88;32;1;6;107;1;14;
240209;Obwodowa Komisja Wyborcza numer 3;10;33;73;78;10;5;286;570;10;18;273;1;61;
240209;Obwodowa Komisja Wyborcza numer 1;12;40;100;80;9;1;308;754;12;22;344;1;48;
240210;Obwodowa Komisja Wyborcza numer 1;3;27;58;46;9;3;175;297;7;9;339;1;41;
240210;Obwodowa Komisja Wyborcza numer 3;3;39;62;63;10;0;160;248;15;23;265;0;59;
240209;Obwodowa Komisja Wyborcza numer 2;14;48;55;90;11;3;301;496;19;12;409;2;44;
240209;Obwodowa Komisja Wyborcza numer 7;5;20;85;61;20;1;316;486;10;15;202;0;37;
240209;Obwodowa Komisja Wyborcza numer 8;0;12;44;52;2;1;92;173;3;2;132;0;27;
240210;Obwodowa Komisja Wyborcza numer 4;3;26;39;54;7;0;118;250;9;6;343;2;43;
240209;Obwodowa Komisja Wyborcza numer 4;7;62;88;97;17;3;293;435;6;17;469;3;74;
240210;Obwodowa Komisja Wyborcza numer 2;7;39;40;39;5;1;149;237;7;15;297;0;40;
240209;Obwodowa Komisja Wyborcza numer 5;11;54;76;74;10;2;262;376;17;23;339;1;70;
240209;Obwodowa Komisja Wyborcza numer 6;2;19;29;32;2;2;96;217;11;3;112;1;14;
240210;Obwodowa Komisja Wyborcza numer 5;4;35;41;59;10;1;108;198;5;6;393;1;33;
240210;Obwodowa Komisja Wyborcza numer 6;5;66;83;101;17;2;190;361;8;27;583;0;66;
240210;Obwodowa Komisja Wyborcza numer 9;0;4;3;1;0;0;5;31;1;0;21;0;1;
240304;Obwodowa Komisja Wyborcza numer 7;2;22;65;40;5;0;110;206;5;14;196;0;31;
240210;Obwodowa Komisja Wyborcza numer 8;1;1;3;3;0;0;0;37;0;0;9;0;0;
240210;Obwodowa Komisja Wyborcza numer 7;4;40;78;75;8;6;204;333;14;25;418;2;52;
240302;Obwodowa Komisja Wyborcza numer 1;3;29;46;40;4;7;96;130;13;6;329;1;23;
240304;Obwodowa Komisja Wyborcza numer 1;6;35;63;70;8;2;170;262;18;8;222;0;30;
240304;Obwodowa Komisja Wyborcza numer 3;9;17;78;52;4;1;182;270;10;7;292;3;37;
240302;Obwodowa Komisja Wyborcza numer 2;2;18;23;28;5;0;54;52;4;3;261;0;22;
240210;Obwodowa Komisja Wyborcza numer 10;0;1;0;4;2;1;3;11;1;0;2;0;0;
240304;Obwodowa Komisja Wyborcza numer 2;2;36;67;53;5;3;156;241;5;16;320;0;35;
240304;Obwodowa Komisja Wyborcza numer 8;3;22;58;34;4;1;100;262;7;4;188;0;31;
240304;Obwodowa Komisja Wyborcza numer 5;3;22;59;30;6;2;163;204;6;5;193;1;21;
240304;Obwodowa Komisja Wyborcza numer 6;5;17;54;38;7;4;143;253;9;9;169;4;23;
240304;Obwodowa Komisja Wyborcza numer 4;5;13;40;18;7;0;95;179;3;4;149;1;19;
240302;Obwodowa Komisja Wyborcza numer 3;2;43;43;51;5;1;100;272;12;9;567;0;35;
240205;Obwodowa Komisja Wyborcza numer 2;5;23;50;45;9;1;186;197;8;7;222;0;30;
240302;Obwodowa Komisja Wyborcza numer 10;2;25;30;30;6;3;45;378;1;2;423;1;4;
240302;Obwodowa Komisja Wyborcza numer 6;12;53;72;93;15;3;211;288;19;20;571;3;40;
240302;Obwodowa Komisja Wyborcza numer 9;11;28;49;37;8;0;112;230;6;10;407;2;30;
240302;Obwodowa Komisja Wyborcza numer 8;3;18;46;79;6;1;118;181;11;6;299;0;38;
240302;Obwodowa Komisja Wyborcza numer 5;9;47;63;86;8;2;147;279;12;13;609;2;49;
240302;Obwodowa Komisja Wyborcza numer 12;1;4;5;9;1;0;12;51;1;0;47;0;1;
240302;Obwodowa Komisja Wyborcza numer 4;4;51;50;91;6;1;91;188;11;10;553;1;30;
240302;Obwodowa Komisja Wyborcza numer 11;0;3;7;7;2;1;10;44;0;0;51;0;0;
240302;Obwodowa Komisja Wyborcza numer 7;1;29;65;69;9;3;141;224;5;5;233;1;26;
240205;Obwodowa Komisja Wyborcza numer 3;3;26;34;40;11;1;113;148;11;4;295;0;39;
240205;Obwodowa Komisja Wyborcza numer 4;8;8;57;27;2;2;134;193;7;7;82;0;35;
240205;Obwodowa Komisja Wyborcza numer 1;1;10;29;16;0;0;60;58;2;7;93;0;14;
240302;Obwodowa Komisja Wyborcza numer 13;1;1;1;0;0;1;1;7;0;0;9;0;1;
240205;Obwodowa Komisja Wyborcza numer 5;9;63;62;87;13;2;192;238;6;14;453;0;82;
240205;Obwodowa Komisja Wyborcza numer 7;2;15;20;37;1;2;57;109;4;9;220;0;25;
240205;Obwodowa Komisja Wyborcza numer 9;9;30;52;59;10;1;239;405;13;21;200;1;32;
240205;Obwodowa Komisja Wyborcza numer 8;5;8;12;14;2;0;65;141;1;5;51;0;22;
240205;Obwodowa Komisja Wyborcza numer 6;9;52;83;95;3;3;152;280;19;12;477;0;62;
240205;Obwodowa Komisja Wyborcza numer 19;1;17;24;19;4;1;64;95;4;3;97;0;7;
240205;Obwodowa Komisja Wyborcza numer 15;4;27;42;50;13;0;116;210;7;13;195;2;26;
240205;Obwodowa Komisja Wyborcza numer 10;2;15;41;34;8;1;143;214;3;4;148;1;22;
240205;Obwodowa Komisja Wyborcza numer 13;3;16;36;57;7;0;119;163;10;12;210;0;31;
240205;Obwodowa Komisja Wyborcza numer 18;0;16;30;13;3;0;49;122;9;5;108;0;15;
240205;Obwodowa Komisja Wyborcza numer 17;5;24;59;53;11;3;195;296;4;11;177;1;33;
240205;Obwodowa Komisja Wyborcza numer 20;3;9;22;30;3;0;72;118;2;5;80;0;23;
240205;Obwodowa Komisja Wyborcza numer 11;2;11;42;22;3;1;102;198;4;8;96;0;17;
240205;Obwodowa Komisja Wyborcza numer 14;1;24;29;57;3;3;97;176;14;5;238;1;38;
240306;Obwodowa Komisja Wyborcza numer 1;5;55;63;60;8;1;218;282;9;22;233;1;46;
240205;Obwodowa Komisja Wyborcza numer 12;5;28;40;78;8;3;138;235;8;9;263;0;44;
240205;Obwodowa Komisja Wyborcza numer 16;2;39;58;53;7;0;134;152;4;14;242;2;33;
240306;Obwodowa Komisja Wyborcza numer 2;1;12;13;25;1;0;57;67;3;6;77;0;6;
240306;Obwodowa Komisja Wyborcza numer 3;6;26;19;36;4;0;75;118;8;6;163;1;22;
240204;Obwodowa Komisja Wyborcza numer 10;3;49;67;63;7;4;167;288;6;17;365;0;36;
240204;Obwodowa Komisja Wyborcza numer 1;6;54;73;66;14;2;226;309;9;12;437;1;44;
240204;Obwodowa Komisja Wyborcza numer 6;2;47;41;84;6;0;174;265;13;13;426;0;59;
240204;Obwodowa Komisja Wyborcza numer 5;5;29;48;80;11;2;159;304;9;17;404;1;48;
240306;Obwodowa Komisja Wyborcza numer 5;7;30;61;71;6;0;130;200;7;12;281;0;25;
240204;Obwodowa Komisja Wyborcza numer 8;4;43;55;59;6;2;179;329;12;10;426;0;45;
240306;Obwodowa Komisja Wyborcza numer 4;1;13;30;22;1;0;60;88;5;6;91;0;11;
240204;Obwodowa Komisja Wyborcza numer 7;3;15;23;45;5;1;110;159;0;8;213;0;28;
240204;Obwodowa Komisja Wyborcza numer 2;6;29;58;69;9;5;154;262;7;17;348;0;54;
240204;Obwodowa Komisja Wyborcza numer 3;8;41;59;49;7;2;204;246;8;19;366;1;26;
240204;Obwodowa Komisja Wyborcza numer 11;2;65;48;54;12;2;176;236;9;15;316;0;43;
240204;Obwodowa Komisja Wyborcza numer 9;6;34;59;102;11;0;169;306;10;17;424;0;56;
240204;Obwodowa Komisja Wyborcza numer 4;7;51;49;84;6;2;189;292;18;17;438;2;67;
240204;Obwodowa Komisja Wyborcza numer 12;5;30;54;64;5;2;215;252;10;16;311;0;47;
240204;Obwodowa Komisja Wyborcza numer 20;3;23;32;37;4;1;120;194;6;4;137;3;29;
240204;Obwodowa Komisja Wyborcza numer 13;7;33;68;55;6;1;164;275;7;7;264;0;27;
240301;Obwodowa Komisja Wyborcza numer 2;4;14;50;35;3;2;75;126;7;6;129;0;19;
240204;Obwodowa Komisja Wyborcza numer 18;4;34;46;60;4;0;141;260;9;13;286;2;39;
240204;Obwodowa Komisja Wyborcza numer 19;7;58;64;117;10;4;245;389;12;16;368;1;58;
240204;Obwodowa Komisja Wyborcza numer 17;2;24;60;62;12;1;200;285;5;13;266;0;28;
240204;Obwodowa Komisja Wyborcza numer 16;5;63;85;107;20;3;290;483;19;28;556;1;85;
240204;Obwodowa Komisja Wyborcza numer 22;5;11;53;26;3;0;145;286;3;10;110;1;22;
240204;Obwodowa Komisja Wyborcza numer 15;7;65;73;123;16;4;250;397;18;26;582;3;92;
240301;Obwodowa Komisja Wyborcza numer 4;8;42;84;73;9;1;189;273;16;18;478;0;57;
240301;Obwodowa Komisja Wyborcza numer 5;5;35;31;50;6;1;99;111;5;6;288;0;39;
240204;Obwodowa Komisja Wyborcza numer 23;0;7;1;0;1;3;1;7;0;0;0;0;0;
240204;Obwodowa Komisja Wyborcza numer 21;2;19;43;51;7;2;167;277;2;12;220;4;46;
240204;Obwodowa Komisja Wyborcza numer 14;4;39;61;73;8;4;179;309;9;13;302;2;41;
240301;Obwodowa Komisja Wyborcza numer 3;4;43;34;43;1;3;86;150;5;10;307;1;38;
240301;Obwodowa Komisja Wyborcza numer 1;1;10;30;32;10;1;79;92;2;12;153;0;19;
240301;Obwodowa Komisja Wyborcza numer 13;2;21;29;30;1;0;71;93;5;9;173;0;29;
240301;Obwodowa Komisja Wyborcza numer 15;3;31;37;41;10;1;94;164;10;7;323;0;39;
240301;Obwodowa Komisja Wyborcza numer 17;3;26;38;52;2;2;131;193;14;15;329;2;30;
240301;Obwodowa Komisja Wyborcza numer 12;2;22;40;34;4;4;93;92;13;10;224;0;28;
240301;Obwodowa Komisja Wyborcza numer 6;8;66;67;95;13;1;209;279;13;30;541;1;93;
240301;Obwodowa Komisja Wyborcza numer 19;3;41;22;32;8;3;102;121;6;8;256;1;32;
240301;Obwodowa Komisja Wyborcza numer 7;1;29;33;40;6;0;121;128;6;5;222;0;22;
240301;Obwodowa Komisja Wyborcza numer 21;1;4;6;3;0;3;12;24;0;1;25;0;2;
240301;Obwodowa Komisja Wyborcza numer 14;1;29;33;52;10;2;119;242;11;15;393;1;60;
240301;Obwodowa Komisja Wyborcza numer 16;7;46;53;50;6;1;153;198;11;13;433;0;49;
240301;Obwodowa Komisja Wyborcza numer 18;2;54;63;76;4;3;94;262;11;14;516;1;51;
240301;Obwodowa Komisja Wyborcza numer 9;2;25;30;37;1;5;62;117;4;7;206;1;29;
240301;Obwodowa Komisja Wyborcza numer 8;5;47;41;67;10;2;91;216;6;8;358;1;37;
240301;Obwodowa Komisja Wyborcza numer 11;5;55;43;56;5;7;121;212;10;4;365;2;39;
240301;Obwodowa Komisja Wyborcza numer 10;1;48;31;23;6;0;79;157;4;5;294;1;32;
240301;Obwodowa Komisja Wyborcza numer 20;12;37;63;75;9;5;186;228;16;20;579;0;62;
240301;Obwodowa Komisja Wyborcza numer 25;2;0;0;1;1;1;4;31;3;0;12;0;0;
240301;Obwodowa Komisja Wyborcza numer 24;2;3;0;3;0;0;1;8;0;0;9;0;1;
240301;Obwodowa Komisja Wyborcza numer 22;0;2;1;2;0;0;1;16;1;0;7;0;1;
240307;Obwodowa Komisja Wyborcza numer 1;6;54;76;59;7;1;119;141;14;8;367;1;30;
240301;Obwodowa Komisja Wyborcza numer 23;0;3;1;2;0;0;2;44;0;1;7;0;2;
240307;Obwodowa Komisja Wyborcza numer 8;7;30;39;70;10;1;122;126;13;10;279;1;21;
240301;Obwodowa Komisja Wyborcza numer 26;0;9;2;17;0;2;14;18;1;2;154;0;2;
240307;Obwodowa Komisja Wyborcza numer 3;4;25;35;49;2;2;86;105;9;5;226;0;20;
240307;Obwodowa Komisja Wyborcza numer 9;5;34;43;51;4;0;161;171;10;16;280;1;25;
240307;Obwodowa Komisja Wyborcza numer 7;6;15;27;21;2;0;36;43;6;1;116;0;22;
240307;Obwodowa Komisja Wyborcza numer 2;6;46;36;42;6;0;119;104;10;8;365;1;29;
240307;Obwodowa Komisja Wyborcza numer 6;0;13;33;24;1;4;69;87;3;8;109;0;16;
240307;Obwodowa Komisja Wyborcza numer 10;8;33;49;54;2;7;147;108;18;16;417;1;41;
240307;Obwodowa Komisja Wyborcza numer 11;4;9;8;9;1;1;44;68;5;3;73;0;16;
240307;Obwodowa Komisja Wyborcza numer 4;4;28;35;38;0;3;93;113;8;5;248;1;22;
240307;Obwodowa Komisja Wyborcza numer 5;3;14;19;36;2;0;77;58;9;4;154;3;17;
240308;Obwodowa Komisja Wyborcza numer 1;4;18;20;13;3;1;66;102;1;6;74;1;21;
240307;Obwodowa Komisja Wyborcza numer 12;2;2;1;2;1;3;0;8;2;0;36;1;1;
240308;Obwodowa Komisja Wyborcza numer 2;5;43;76;117;13;0;269;378;14;13;361;1;69;
240308;Obwodowa Komisja Wyborcza numer 4;7;53;61;96;9;2;239;319;12;28;341;3;53;
240308;Obwodowa Komisja Wyborcza numer 3;12;33;43;41;5;1;178;361;15;16;233;2;44;
240308;Obwodowa Komisja Wyborcza numer 5;6;36;32;39;6;2;118;152;2;11;139;0;23;
240309;Obwodowa Komisja Wyborcza numer 7;0;1;1;5;1;0;5;19;0;0;20;0;3;
240309;Obwodowa Komisja Wyborcza numer 2;8;30;118;55;8;2;219;441;10;7;242;1;34;
240309;Obwodowa Komisja Wyborcza numer 3;0;5;66;25;2;1;163;563;4;10;62;0;19;
240309;Obwodowa Komisja Wyborcza numer 1;11;17;125;54;15;3;316;683;14;9;202;1;32;
240309;Obwodowa Komisja Wyborcza numer 4;3;11;100;27;3;0;152;388;2;6;56;0;25;
240309;Obwodowa Komisja Wyborcza numer 5;4;8;68;58;17;2;230;522;2;9;153;1;28;
240308;Obwodowa Komisja Wyborcza numer 7;3;28;54;44;9;2;118;156;14;10;264;0;47;
240308;Obwodowa Komisja Wyborcza numer 6;3;7;31;11;0;0;79;96;0;2;50;0;4;
240408;Obwodowa Komisja Wyborcza numer 1;4;15;37;31;6;0;99;231;5;9;116;1;40;
240309;Obwodowa Komisja Wyborcza numer 6;5;12;47;28;2;1;151;300;4;4;97;0;16;
240408;Obwodowa Komisja Wyborcza numer 5;1;8;8;9;4;1;26;65;1;1;36;0;4;
240408;;3;30;44;18;4;0;94;174;5;3;55;1;22;
240408;Obwodowa Komisja Wyborcza numer 3;6;19;32;25;8;0;90;219;6;4;94;0;31;
240408;Obwodowa Komisja Wyborcza numer 2;2;16;14;16;1;0;54;185;2;3;89;1;17;
240408;Obwodowa Komisja Wyborcza numer 6;0;7;21;15;2;0;52;98;2;3;49;1;12;
240312;Obwodowa Komisja Wyborcza numer 4;3;21;49;41;13;0;150;329;12;14;259;0;32;
240401;Obwodowa Komisja Wyborcza numer 1;9;55;63;77;9;5;191;312;13;17;492;1;68;
240312;Obwodowa Komisja Wyborcza numer 7;9;25;67;42;11;2;167;230;6;15;214;0;30;
240312;Obwodowa Komisja Wyborcza numer 6;1;37;73;45;8;0;185;311;5;9;183;1;37;
240312;Obwodowa Komisja Wyborcza numer 8;4;26;39;48;1;1;155;224;8;6;182;0;27;
240312;Obwodowa Komisja Wyborcza numer 2;4;31;74;50;11;2;161;311;9;17;227;1;52;
240312;Obwodowa Komisja Wyborcza numer 1;0;15;36;23;4;0;102;267;3;6;146;0;15;
240312;Obwodowa Komisja Wyborcza numer 5;4;26;76;59;13;3;207;285;9;14;250;1;29;
240312;Obwodowa Komisja Wyborcza numer 3;6;34;68;45;4;3;123;258;13;16;239;0;31;
240401;Obwodowa Komisja Wyborcza numer 2;7;61;62;67;15;8;139;325;16;17;465;1;48;
240401;Obwodowa Komisja Wyborcza numer 3;6;34;47;62;6;0;120;275;8;13;387;1;48;
